Age,Annual Income,Credit Score,Experience,Loan Amount,Loan Duration,Number of Dependents,Monthly Debt Payment,Creditcard Utilizatio Rate,Number of Open Credit Lines,Number of Credit Inquries,Debt to Income Ratio,Bankruptcy History,Previous Loan Defaults,Payment History,Length of Credit History,Savings Account Balance,Checking Account Balance,Total Assets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
41,24075,506,15,23360,24,2,473,0.209156897,2,2,0.46340346,0,1,25,18,5529,514,58320,20984,2006.25,0.572237592,3,37336,0.269723816,1269.995092,0.868782601,0
46,27464,513,23,8521,60,0,269,0.412122707,6,1,0.312464423,0,0,29,27,3550,3172,49313,11764,2288.666667,0.813145733,4,37549,0.299120569,275.2231774,0.237790494,0
48,34814,615,24,16517,48,2,387,0.561118722,1,0,0.032851314,0,0,28,10,4328,1799,15120,7116,2901.166667,0.607301632,5,8004,0.239505097,538.032713,0.318848525,0
26,23563,617,4,66228,24,3,362,0.315073157,3,1,0.300947097,0,1,18,10,2831,2332,72333,4726,1963.583333,0.317431207,5,67607,0.25533532,3552.442492,1.993519921,0
21,88618,580,1,16561,36,0,662,0.367635012,3,4,0.459218272,0,0,19,8,4620,4613,13507,24718,7384.833333,0.751189531,5,9748,0.181328972,599.824486,0.170867023,0
55,123514,632,35,18885,60,0,612,0.650987804,1,0,0.102494406,0,0,19,6,2215,2437,17771,10230,10292.83333,0.83698314,6,7541,0.249462,553.7042481,0.113253971,0
43,44674,574,22,31311,24,1,538,0.349458096,1,1,0.278403944,0,0,23,16,1576,207,63680,40187,3722.833333,0.758594686,10,23493,0.232326293,1643.479056,0.585972796,0
31,34622,588,8,19939,48,1,240,0.331616386,6,2,0.2048915,0,0,31,20,2785,222,119926,9842,2885.166667,0.8392779,8,110084,0.237444068,647.2338119,0.307515618,0
58,27715,589,34,18879,36,1,764,0.669401335,0,0,0.187114156,0,0,32,21,2171,429,15121,212538,2309.583333,0.781692748,7,4498,0.225295942,726.1802128,0.64521604,0
41,42964,546,17,16100,72,3,157,0.557998638,7,0,0.383966379,0,0,22,23,1152,1149,81363,38761,3580.333333,0.846255114,4,42602,0.232230378,416.300633,0.160124932,0
40,81906,456,18,78598,36,0,447,0.456744567,3,1,0.459712988,0,0,28,15,4418,343,64751,4292,6825.5,0.825630412,4,60459,0.355746477,3581.071272,0.590150359,0
64,36477,577,44,28510,72,1,210,0.052107236,4,2,0.351762968,0,0,25,18,313,607,108038,28726,3039.75,0.832089132,4,79312,0.281580193,824.133995,0.340203634,0
61,21728,643,38,19845,48,0,191,0.152581254,4,0,0.124390546,0,0,24,9,2296,377,37853,8810,1810.666667,0.884265413,5,29043,0.206672806,610.9683506,0.442913301,0
37,33297,605,14,15328,48,3,1074,0.320224646,1,2,0.113926271,0,0,21,8,7756,1167,69486,95830,2774.75,0.570027475,4,8884,0.204879398,470.4307145,0.556601753,0
51,67500,589,31,26327,60,0,301,0.183311979,2,2,0.096883373,0,0,33,4,481,2430,78608,35775,5625,0.751449396,3,42833,0.260685967,789.3122348,0.193833286,0
47,50147,560,23,15944,108,2,308,0.263824219,4,0,0.68283867,0,1,21,1,6750,327,45862,69335,4178.916667,0.790977735,2,8089,0.277703911,403.037718,0.170148815,0
28,27792,550,4,33448,48,3,575,0.436906805,3,0,0.204323097,0,0,34,14,4679,1151,39139,28880,2316,0.759046043,4,10259,0.239457094,1089.462537,0.718679852,0
52,25587,630,30,25204,24,1,180,0.421917856,2,0,0.29456961,0,0,23,16,1454,2030,61945,109774,2132.25,0.901107898,6,9898,0.182538108,1261.38015,0.675990222,0
18,15000,476,0,28630,48,2,714,0.259075478,2,1,0.160920339,0,0,24,26,10667,919,18427,49046,1250,0.888909521,6,9382,0.243823983,939.4533337,1.322762667,0
25,79101,506,4,84286,36,1,486,0.496984745,3,1,0.388699216,0,0,27,11,1847,1969,173560,3131,6591.75,0.742710569,3,170429,0.291528923,3539.079175,0.610623761,0
18,25700,486,0,49903,36,0,251,0.074240594,5,1,0.37231635,0,0,18,16,12901,294,54958,63824,2141.666667,0.892186625,3,1629,0.255545466,1998.800073,1.050490306,0
36,44241,606,16,17042,48,3,763,0.327392806,3,2,0.227900612,0,0,27,24,1945,727,102813,9353,3686.75,0.847618174,11,93460,0.221135391,537.9775938,0.352879255,0
48,47722,584,29,17873,60,2,226,0.485623953,9,1,0.210974524,0,0,20,29,469,5474,28368,29588,3976.833333,0.80217743,4,8251,0.2770476,553.3114303,0.195962809,0
58,53571,519,35,36976,36,3,248,0.182934191,2,2,0.333333801,0,0,22,16,2430,759,130584,21078,4464.25,0.733092766,4,109506,0.223884644,1419.571882,0.37353909,0
40,44449,565,17,65164,60,0,435,0.206157895,5,2,0.322398254,1,1,26,12,3765,683,16755,34529,3704.083333,0.892174519,7,3397,0.306072027,2132.645292,0.693193176,0
59,30590,546,38,12136,48,0,265,0.354727078,4,0,0.160075432,0,0,25,17,3190,655,37086,67348,2549.166667,0.800259942,4,8831,0.241710417,396.8043054,0.259615942,0
23,29273,553,3,18202,60,3,527,0.208637202,6,0,0.154846493,1,0,34,17,7388,1231,17350,14899,2439.416667,0.835878629,4,2451,0.274669797,560.8955226,0.445965438,0
19,57523,537,0,31208,24,0,915,0.203820859,0,1,0.255874792,0,0,20,5,12741,8018,33479,26590,4793.583333,0.746248415,6,6889,0.241997045,1653.113473,0.53573982,0
39,66712,609,18,23884,96,0,508,0.324283595,6,1,0.094989107,1,0,31,16,2756,4247,163785,60439,5559.333333,0.94975373,3,103346,0.241299936,563.6250949,0.192761439,0
39,30031,614,13,42094,12,3,855,0.358634479,2,0,0.143059969,0,0,28,4,393,1430,8021,8884,2502.583333,0.809932895,4,4136,0.219704341,3939.162873,1.915685607,0
18,63559,571,0,20750,60,1,223,0.211794202,3,0,0.274716233,0,0,23,27,2063,3704,58927,23404,5296.583333,0.901211532,6,35523,0.267775287,630.8518431,0.161208045,0
38,23447,492,18,10926,60,0,712,0.195287241,2,0,0.470021112,0,0,33,8,2330,3474,13239,7876,1953.916667,0.546330853,4,5363,0.267816938,332.2048412,0.534416262,0
44,48486,563,24,8041,60,1,1048,0.204037577,3,0,0.136572995,0,0,38,12,4040,1320,137775,8380,4040.5,0.842040001,10,129395,0.241981614,232.2490177,0.316854107,0
28,65027,539,10,40657,48,0,590,0.204836743,5,1,0.388532108,0,0,25,29,2022,1001,41102,8982,5418.916667,0.91750901,6,32120,0.255568624,1360.727609,0.359984796,0
33,75623,589,9,23836,120,0,512,0.240668215,3,2,0.160690029,0,0,24,3,6442,1325,51517,24300,6301.916667,0.850819494,5,27217,0.250397511,542.9203545,0.167396748,0
27,44874,545,4,25345,36,3,202,0.358999455,4,1,0.158647925,0,0,19,10,2331,524,42013,10856,3739.5,0.768297013,5,31157,0.269295102,1033.756845,0.330460448,0
39,15000,549,16,22964,24,2,473,0.601628031,1,3,0.23140698,0,0,32,2,4629,314,32744,36021,1250,0.878602173,5,3410,0.232786871,1205.880265,1.343104212,0
51,65457,555,28,34179,36,4,143,0.121637005,4,1,0.126560991,0,0,20,18,4547,21428,25975,50901,5454.75,0.825251791,5,5065,0.209336792,1286.532569,0.262071143,0
28,106388,518,6,30056,36,0,491,0.259061999,4,1,0.256486852,0,0,21,4,1153,1517,48469,28918,8865.666667,0.644515357,8,19551,0.277422245,1239.042016,0.195139529,0
46,35651,593,25,17867,36,1,393,0.172299178,2,1,0.235242912,1,0,13,13,4323,5346,75475,12617,2970.916667,0.842208031,7,62858,0.205088561,668.6432862,0.35734536,0
33,80427,572,9,24396,60,2,635,0.451118986,5,2,0.191965268,0,0,34,3,1103,474,31203,78542,6702.25,0.70230058,4,4572,0.220619452,674.6504871,0.195404601,0
33,58110,524,13,30085,36,0,404,0.334045344,2,1,0.701956278,0,0,29,29,1457,6251,54508,15910,4842.5,0.68420955,6,38598,0.273820798,1234.401739,0.338337995,0
25,50974,540,4,48218,60,3,700,0.291305745,1,3,0.304886159,0,0,20,7,1740,7853,73549,40494,4247.833333,0.810470574,8,33055,0.287994877,1524.648734,0.523713752,0
31,55181,514,8,33613,12,0,652,0.352076381,6,1,0.628660682,0,0,18,28,6517,1493,27674,17742,4598.416667,0.57619924,6,9932,0.227959124,3158.877627,0.828736912,0
42,84242,603,18,24333,84,2,242,0.387929287,4,0,0.180988795,0,0,18,8,6648,877,12001,93983,7020.166667,0.903243211,6,4740,0.269461166,646.504746,0.126564623,0
38,80819,551,19,21992,108,2,334,0.273664847,1,2,0.372235114,0,0,19,9,17139,764,203305,18480,6734.916667,0.811928985,2,184825,0.292900761,579.6510886,0.135658856,0
37,15781,596,16,14557,36,0,433,0.145783291,3,2,0.221054535,0,0,34,26,1415,4928,120156,37927,1315.083333,0.766038478,4,82229,0.197708725,539.2923016,0.739338928,0
47,42829,631,24,23539,48,2,240,0.207294382,4,1,0.598620981,0,0,16,20,2191,122,300830,12900,3569.083333,0.660704445,5,287930,0.236878854,763.3586561,0.281125029,0
49,38114,627,27,33773,36,0,1427,0.349706447,5,0,0.537282227,0,0,26,15,1235,1895,21304,34214,3176.166667,0.942711603,7,1759,0.200553953,1256.079161,0.844753894,0
33,37192,618,11,78659,96,0,688,0.169379014,3,0,0.257537317,0,0,23,2,8580,213,34591,4410,3099.333333,0.697243218,3,30181,0.298605406,2161.503738,0.919392473,0
36,58640,601,11,12911,48,1,562,0.202797575,6,0,0.58182858,1,0,29,19,1645,4010,26959,54570,4886.666667,0.952052081,5,6297,0.217661047,405.1372952,0.197913498,0
18,33339,578,0,12762,72,3,553,0.499985425,6,2,0.235432878,0,1,25,26,117,627,37234,12149,2778.25,0.825731975,6,25085,0.226247077,325.4089291,0.316173465,0
59,21692,544,35,38885,24,0,336,0.126979219,3,0,0.165912369,0,0,27,15,7943,3620,54886,10609,1807.666667,0.935578674,8,44277,0.282570445,2139.4358,1.369409441,0
37,54553,605,14,31023,12,2,333,0.076339808,3,1,0.405593044,1,0,27,9,6004,2042,55812,5230,4546.083333,0.881213128,5,50582,0.161146702,2816.427119,0.692778132,0
53,32322,683,33,17681,36,2,969,0.137485642,7,1,0.428634429,0,1,28,17,2823,231,87614,6356,2693.5,0.844597442,2,81258,0.159889453,621.5150077,0.590501209,0
38,23183,600,18,20886,12,3,523,0.213942322,2,2,0.01083044,0,0,21,5,1467,503,55953,89600,1931.916667,0.735828062,7,5366,0.157024269,1892.064828,1.250087475,0
28,35295,626,7,30630,60,0,557,0.349935572,2,1,0.197795446,0,0,22,27,5142,942,61420,47345,2941.25,0.767805109,8,14075,0.263240839,922.9624956,0.503174669,0
20,28624,591,0,22349,36,1,535,0.190526487,3,1,0.275711637,0,0,34,14,6059,1018,75653,89933,2385.333333,0.784290373,9,4714,0.230613012,865.8377883,0.587271292,0
42,41957,633,18,10884,60,2,825,0.314379772,1,0,0.38763268,0,0,18,14,1303,1459,23190,13044,3496.416667,0.843359283,4,10146,0.192053042,283.5679077,0.317058295,0
30,63120,485,5,13756,36,1,246,0.236147728,4,0,0.198929041,0,0,19,18,9151,2855,12006,49119,5260,0.880353173,4,1154,0.271966669,563.0440493,0.153810656,0
22,53408,611,0,24367,36,1,642,0.385604423,2,0,0.22052944,0,0,26,25,758,275,130580,1182,4450.666667,0.605394559,6,129398,0.206477416,913.6271825,0.349526779,0
32,28323,614,10,31063,108,4,262,0.312885519,6,0,0.141745273,0,1,23,28,673,665,26021,47600,2360.25,0.898024847,4,9714,0.257978658,742.4443941,0.42556695,0
27,45153,589,6,25432,60,0,262,0.286350873,2,2,0.105861004,0,0,30,26,519,1044,53932,13566,3762.75,0.921436685,4,40366,0.240358459,732.1561501,0.264209993,0
60,15000,608,37,60859,48,0,800,0.558952506,5,1,0.168467194,0,1,15,7,4002,653,11220,29093,1250,0.74461317,5,4745,0.3022308,2199.19206,2.399353648,0
29,37098,569,7,18782,72,2,402,0.062791682,3,0,0.098120774,0,0,26,26,893,13255,53168,41600,3091.5,0.672922497,7,11568,0.216173441,467.6623161,0.281307558,0
58,15000,638,33,18820,36,2,773,0.236547766,3,2,0.235348069,0,0,18,4,1661,1632,55061,9082,1250,0.858406309,5,45979,0.204408805,703.6535378,1.18132283,0
46,48160,573,24,55091,36,2,515,0.186906347,5,2,0.483116129,0,0,20,14,6088,3811,183656,134326,4013.333333,0.830746647,6,49330,0.3043092,2351.721531,0.714299385,0
37,52719,614,15,12142,60,0,798,0.348196721,4,0,0.191630291,0,0,18,6,5361,157,121275,6166,4393.25,0.81455963,3,115109,0.181854738,309.5534012,0.252103432,0
23,59756,574,3,56189,120,0,436,0.279461156,2,0,0.281043117,0,0,26,4,1917,7021,25082,3162,4979.666667,0.937126474,8,21920,0.359881023,1735.159445,0.436004976,0
62,34147,561,38,28233,24,0,291,0.238455131,4,1,0.410628628,0,0,30,1,929,2791,94893,6588,2845.583333,0.857058146,2,88305,0.236557415,1487.863033,0.625131238,0
23,52656,582,0,12369,48,1,362,0.420974274,2,1,0.175691947,0,0,26,5,9540,948,10488,37160,4388,0.795049033,4,2154,0.242972646,405.2874963,0.174860414,0
46,29822,609,23,20290,72,5,502,0.064469431,4,1,0.429020528,0,0,17,10,8987,123,534447,39157,2485.166667,0.630760398,10,495290,0.235903023,529.1364139,0.414916403,0
34,28500,591,11,38093,12,4,321,0.026406397,5,1,0.642748087,0,0,25,8,1111,4652,41809,5950,2375,0.770311113,4,35859,0.21361562,3553.596481,1.631409045,0
32,19063,526,7,21023,36,1,581,0.198692276,4,0,0.105758645,0,0,32,27,2824,720,159461,51159,1588.583333,0.813251474,4,108302,0.250195788,836.0885283,0.892045446,0
29,19018,563,3,61468,84,2,410,0.353481695,2,2,0.732411629,0,0,26,2,960,1328,7022,33347,1584.833333,0.861267139,7,3326,0.297212137,1746.044516,1.360423503,0
40,72965,595,18,72007,48,3,565,0.090077597,5,0,0.054048668,0,0,22,5,209,1221,23432,15591,3276.166667,0.769023602,5,7841,0.281385457,2515.310238,0.940217807,0
30,125689,634,11,21937,60,3,480,0.15751074,2,1,0.246517553,1,0,22,2,11657,1393,135283,41735,10474.08333,0.853472094,10,93548,0.224471893,611.4668679,0.104206433,0
39,64438,528,17,69872,24,2,628,0.119381631,2,1,0.277712595,0,0,21,18,641,5511,22340,93239,5369.833333,0.782649973,5,5241,0.259818419,3763.683874,0.817843609,0
37,45729,585,13,24907,60,4,1471,0.377808345,3,0,0.278467626,0,0,28,2,1784,6163,40771,65675,3810.75,0.87663939,8,6976,0.20711924,669.7881376,0.561776064,0
29,19553,559,6,22294,36,1,351,0.494974557,2,0,0.199440797,0,0,30,1,770,903,19511,49921,1629.416667,0.811941914,6,7844,0.217096867,848.0733238,0.735891162,0
33,28539,572,12,26197,48,4,214,0.308774136,3,1,0.217689754,0,0,18,20,2056,633,191452,40381,2378.25,0.870449098,4,151071,0.241147427,855.7329118,0.449798344,0
49,47130,630,26,26376,60,0,778,0.141497628,6,1,0.252369319,0,0,29,18,3499,514,24128,6835,3927.5,0.886649525,4,17293,0.191941333,687.0285365,0.373018087,0
46,35985,558,21,20048,96,2,230,0.234083217,2,4,0.029253088,0,0,24,8,3134,4157,33938,80978,2998.75,0.659389129,2,2962,0.257661144,494.8438261,0.241715323,0
28,30967,516,6,45849,36,2,270,0.431525901,4,0,0.600749575,0,0,24,22,3825,8795,61026,4630,2580.583333,0.664532507,10,56396,0.3274188,2015.853062,0.885789284,0
41,24251,549,21,19614,12,0,370,0.160298712,4,3,0.474099023,0,0,22,4,16295,1035,42199,257118,2020.916667,0.801081247,3,8005,0.186624174,1804.400544,1.075947653,0
19,29548,510,0,20836,24,2,230,0.271003906,2,0,0.060667926,0,0,16,29,1711,1895,203981,8464,2462.333333,0.74669656,4,195517,0.258876825,1121.350504,0.548808923,0
46,79036,609,26,21585,108,3,442,0.31640398,5,0,0.089958079,0,1,18,29,3140,1542,102330,53893,6586.333333,0.943994495,3,48437,0.233975576,480.5713053,0.140073582,0
30,56699,524,4,19173,36,1,370,0.388969595,4,2,0.23316625,0,0,24,3,6949,2930,68027,17358,4724.916667,0.695345607,8,50669,0.208109784,720.4846465,0.230794472,0
18,15844,558,0,12215,48,0,366,0.367816462,3,0,0.275212241,0,0,34,15,1021,1293,87797,9416,1320.333333,0.960805031,6,78381,0.25602397,409.1291585,0.587070809,0
43,78910,580,20,8723,48,0,241,0.289571424,4,1,0.294661591,0,0,17,4,2095,120,392577,69909,6575.833333,0.845418199,6,322668,0.245236621,286.9169967,0.080281383,0
29,95344,527,10,28097,84,3,378,0.102881821,6,0,0.591343631,0,0,23,14,1494,505,45262,33833,7945.333333,0.927501833,4,11429,0.305547876,813.8858033,0.150010799,0
47,26417,632,25,32006,60,0,305,0.167465236,1,2,0.222345638,0,0,26,27,7969,2468,19390,15294,2201.416667,0.714799068,3,4096,0.258300198,955.0565123,0.572384379,0
20,25531,445,0,41395,24,1,482,0.226912172,5,2,0.137732639,0,0,16,23,714,409,328423,4757,2127.583333,0.9101023,8,323666,0.282804356,2278.028986,1.297260109,0
39,58617,625,19,55682,60,3,625,0.207993695,1,1,0.790788052,0,0,22,18,1648,1142,42687,8259,4884.75,0.684263496,2,34428,0.240345191,1602.973724,0.456108035,0
25,26712,564,2,31838,36,2,912,0.506308184,1,0,0.279449664,0,0,26,1,3826,6531,14192,42322,1328,0.838935699,3,10910,0.241607083,1251.783656,1.629355162,0
32,40310,544,11,23512,36,0,426,0.436514703,1,3,0.584894689,0,0,26,24,859,385,47499,18706,3359.166667,0.931674203,9,28793,0.260159379,947.5127005,0.408884952,0
40,15000,566,19,35366,36,0,582,0.370269412,3,1,0.097085064,0,0,17,13,19935,346,96623,78278,1250,0.919875202,7,18345,0.22111222,1352.679324,1.547743459,0
52,41332,565,25,28642,24,1,248,0.316648812,4,1,0.21715306,0,0,31,8,14924,3507,18431,156844,3444.333333,0.79698649,5,8752,0.211496745,1473.894332,0.499920932,0
33,28122,483,12,10204,36,2,510,0.700297176,5,1,0.322589211,0,0,30,13,2452,272,72120,139053,2343.5,0.773602252,1,10791,0.260761965,411.5397824,0.393232252,0
50,42964,514,27,14014,60,2,561,0.054693899,4,1,0.143605116,0,0,33,6,5928,696,79895,6291,3580.333333,0.912648338,6,73604,0.295010532,449.1150318,0.282128768,0
26,49548,504,3,34399,36,2,425,0.273606254,2,1,0.314413919,0,0,20,15,2019,681,21562,62877,4129,0.785272079,5,4708,0.280216791,1423.268972,0.447631139,0
46,51051,584,23,11511,36,4,235,0.353486704,1,0,0.091128618,0,0,21,3,766,2025,116746,100689,4254.25,0.746539784,5,16057,0.21034417,433.8811377,0.157226571,0
57,75017,542,34,20510,48,1,1445,0.38393293,2,1,0.313159333,0,0,21,13,4279,1387,106143,6086,6251.416667,0.674397532,4,100057,0.232762228,660.4835211,0.336801022,0
18,26317,501,0,38059,120,2,223,0.092946605,1,3,0.270975218,0,1,36,26,983,145,21478,75429,2193.083333,0.805477942,7,6179,0.368520695,1200.638306,0.649149207,0
30,28620,504,7,21662,60,4,389,0.389013491,3,0,0.277752463,0,0,27,17,5290,2957,419060,29474,2385,0.818089767,6,389586,0.284158483,679.9089844,0.448179868,0
46,83580,541,23,8798,36,0,414,0.143457883,1,1,0.359465353,1,0,22,3,7601,1221,10329,10734,3664.5,0.765168415,4,2198,0.215028011,333.7408456,0.204049896,0
37,39872,557,14,42185,12,4,269,0.100879468,3,0,0.183344439,0,0,29,14,2017,766,17039,54378,3322.666667,0.767909422,4,9672,0.237397307,3983.685071,1.279901205,0
32,33300,592,11,37515,48,0,387,0.147706858,6,3,0.276585878,0,1,24,10,43404,270,281277,6164,2775,0.695052079,7,275113,0.244130169,1231.639425,0.583293486,0
41,65680,564,19,60369,72,0,486,0.103078035,3,2,0.135050378,0,0,19,2,2261,1730,161242,124058,5473.333333,0.83958603,6,37184,0.2346952,1569.940294,0.375628555,0
38,48832,635,15,43903,60,3,580,0.023017217,3,1,0.378227468,0,0,22,21,2097,7708,46623,6710,4069.333333,0.87993175,8,39913,0.249845839,1288.214388,0.459095934,0
43,29315,548,20,36063,60,4,351,0.210405228,2,2,0.186669521,0,0,27,2,869,2760,32147,32069,2442.916667,0.745992954,5,4566,0.2136504,983.0452271,0.546087079,0
44,44780,585,22,35756,60,1,684,0.526597917,2,1,0.257475162,0,0,28,21,827,1400,151595,27402,3731.666667,0.699984553,6,124193,0.270299467,1092.46125,0.476050357,0
35,24199,521,13,4920,24,0,337,0.254098596,4,1,0.416181815,0,0,22,29,18203,624,157363,57104,2016.583333,0.747025702,4,100259,0.226773877,256.8893143,0.294502739,0
34,112033,596,13,34995,60,2,308,0.153958672,2,1,0.641058635,0,0,25,18,8724,1988,153981,9619,9336.083333,0.873906449,7,144362,0.280609105,1090.884343,0.149836317,0
44,43752,595,22,13313,48,0,457,0.264906951,4,1,0.4206973,0,0,29,6,26174,473,82798,152395,3646,0.865529561,5,3140,0.243479521,436.5930965,0.245088617,0
34,84516,574,11,41178,72,0,769,0.133382665,6,0,0.077850452,0,0,29,2,1427,915,29011,17053,7043,0.935650682,8,11958,0.254937255,1121.726941,0.268454769,0
43,63079,611,18,23063,84,0,449,0.440946499,6,2,0.198308956,0,0,19,26,1045,432,41600,21142,5256.583333,0.904772542,1,20458,0.261166334,600.3282618,0.199621731,0
50,27549,571,26,26843,36,1,466,0.125659686,4,1,0.428573195,0,0,22,1,1559,2765,33224,19487,2295.75,0.631341803,5,13737,0.23912529,1051.895035,0.661176102,0
18,64715,553,0,26826,96,4,586,0.134303685,4,3,0.215853873,0,0,22,20,6103,822,100551,29674,5392.916667,0.619718428,7,70877,0.337976354,811.9782643,0.259224896,0
27,68021,547,4,25477,84,1,311,0.220685094,3,0,0.197643508,0,0,25,23,3943,4788,14858,15215,5668.416667,0.799838957,7,10054,0.235174701,620.9146088,0.164404747,0
35,73723,610,14,14338,60,2,433,0.404939417,1,1,0.08804848,0,0,11,12,3221,276,40141,29771,6143.583333,0.696326405,9,10370,0.215228328,392.1198609,0.134305961,0
40,28024,540,16,41317,24,1,175,0.566036982,6,0,0.366467778,0,0,20,25,5969,581,30443,14300,2335.333333,0.703211923,3,16143,0.23068766,2165.318724,1.002134766,0
37,61529,462,15,27348,12,2,176,0.216356127,5,1,0.516613811,0,0,20,5,3831,1456,50814,10871,5127.416667,0.655445771,3,39943,0.279248476,2638.240342,0.548861254,0
49,45667,586,29,15832,48,5,775,0.067697702,2,0,0.215529408,0,0,28,5,1052,3209,57755,19046,3805.583333,0.943089514,6,38709,0.261291965,534.9638209,0.344221557,0
18,29145,595,0,21836,72,0,344,0.338508074,0,3,0.165909378,0,0,27,5,2668,976,52769,35582,2428.75,0.902168994,5,17187,0.25280581,591.9652951,0.385369138,0
42,51631,522,16,21057,48,1,575,0.23806988,4,0,0.268620034,0,0,25,14,5681,550,97876,90417,4302.583333,0.665653532,3,7459,0.240064514,686.5719541,0.293212672,0
22,68067,613,0,55965,96,4,810,0.314352161,3,1,0.143006448,0,0,29,11,4342,435,118465,3401,5672.25,0.931751045,9,115064,0.288694376,1499.42738,0.407144851,0
44,41288,596,22,26599,60,1,409,0.471962377,1,0,0.127785341,0,0,25,27,1772,954,128130,26848,3440.666667,0.771298113,4,101282,0.243309191,770.3167375,0.342758207,0
35,18005,634,15,41900,12,4,432,0.126824767,2,1,0.454742853,1,0,26,14,1210,601,135532,19389,1500.416667,0.727841613,5,116143,0.20005666,3881.49942,2.874867706,0
47,50061,614,26,32043,48,1,460,0.138919604,2,1,0.30155996,0,0,24,28,5256,4552,98928,38903,4171.75,0.589158486,2,60025,0.203839318,981.6467206,0.345573613,0
67,87371,509,46,27722,72,0,907,0.119350039,2,2,0.556465576,0,0,20,25,1128,976,74454,7937,7280.916667,0.802625187,4,66517,0.323591396,876.6029485,0.244969559,0
42,18379,605,22,16635,36,2,556,0.285141038,4,1,0.294520717,0,0,30,16,11150,205,73600,13311,1531.583333,0.852286586,2,60289,0.174871714,597.1242402,0.752896832,0
42,51726,549,17,28018,60,0,346,0.267159477,3,0,0.212944872,1,0,23,12,632,214,58195,26878,4310.5,0.679992424,8,31317,0.239758795,805.62865,0.267168229,0
34,47633,610,16,19856,24,5,425,0.189618961,2,1,0.125068755,0,0,28,4,1798,332,287756,9735,3969.416667,0.834517016,5,278021,0.202035939,1012.563017,0.362159767,0
29,25959,596,4,24977,72,4,199,0.394491644,2,1,0.29543084,0,0,22,9,4686,614,46919,11023,2163.25,0.992160145,5,35896,0.205519451,606.2876266,0.372258235,0
49,72613,618,24,17923,36,3,745,0.292005768,3,2,0.383913454,0,0,28,9,4716,159,37365,2067,6051.083333,0.855292545,9,35298,0.217085215,681.7878284,0.235790477,0
44,24270,584,20,34423,48,3,546,0.063839161,1,1,0.247189845,1,0,20,15,771,8221,20338,20514,2022.5,0.686798586,4,3256,0.2541289,1149.309295,0.83822462,0
52,37808,543,29,28006,36,0,575,0.053324489,0,2,0.145309513,0,0,23,14,2158,3951,8380,86710,3150.666667,0.865583946,10,9426,0.24445338,1105.314496,0.533320301,0
36,30273,604,11,15092,48,2,467,0.305808189,5,2,0.488096435,0,0,19,8,3454,3053,26231,27613,2522.75,0.73376261,9,9346,0.206842605,464.775072,0.369348953,0
28,45303,631,2,19237,48,1,439,0.260554341,2,1,0.591691576,0,0,24,9,7693,4406,161358,26047,3775.25,0.824348287,6,135311,0.201068458,586.4845412,0.271633545,0
44,43325,572,21,30431,60,2,270,0.35352638,1,0,0.681969818,0,0,20,25,817,466,14179,62030,3610.416667,0.780272739,6,7260,0.228286305,854.8706903,0.311562569,0
49,30386,586,30,9985,96,0,1237,0.01929321,4,0,0.484793136,1,0,22,21,23633,840,146289,75041,2532.166667,0.852881511,5,71248,0.278222046,260.339853,0.591327527,0
28,30694,597,6,24056,36,1,258,0.307168011,2,2,0.164499218,0,0,25,16,866,735,118208,105749,2557.833333,0.813318566,3,12459,0.209359924,905.5210368,0.454885399,0
50,40892,589,26,33052,60,2,176,0.138050441,1,0,0.248916806,0,0,22,10,2284,388,34531,510771,3407.666667,0.791088345,7,6686,0.253159622,976.2519422,0.338135168,0
56,78126,604,33,36331,48,0,745,0.036310904,1,1,0.291695801,0,1,29,20,1282,193,174908,6430,6510.5,0.659604433,9,168478,0.229950182,1164.362852,0.29327438,0
44,39612,610,23,15354,48,0,962,0.35168565,5,0,0.058329353,0,0,25,5,13406,1221,58708,16967,3301,0.790815364,3,41741,0.205892444,472.0616587,0.434432493,0
62,15000,554,40,19053,72,4,813,0.318099551,2,1,0.065626992,0,0,22,12,1995,6028,220369,37384,1250,0.748919187,6,182985,0.254420025,518.4137072,1.065130966,0
30,65391,551,8,20813,12,0,515,0.110092699,5,1,0.113258883,0,0,23,14,1799,1462,49546,32791,5449.25,0.860566394,5,16755,0.176186618,1904.360501,0.443980456,0
37,103264,594,17,9184,36,1,274,0.320535325,0,0,0.078884212,0,0,26,27,1555,4981,244305,17286,8605.333333,0.941368739,5,227019,0.175990179,330.1791405,0.070209847,1
37,178310,626,16,15433,72,0,732,0.102211337,5,1,0.259366401,0,1,16,19,2118,1223,67914,40843,14859.16667,0.756079359,5,27071,0.217601155,385.5770742,0.075211289,1
49,97345,516,23,19634,12,5,288,0.209767583,5,0,0.395567635,0,0,19,11,781,74,50177,11556,8112.083333,0.933492414,5,38621,0.209112942,1827.360055,0.260766559,1
33,56650,605,11,12652,36,1,336,0.423430863,4,0,0.044156804,0,0,21,15,242,131,261435,11144,4720.833333,0.837213591,2,250291,0.216412752,480.840828,0.173028949,1
43,142326,644,24,13499,96,2,772,0.222579231,1,2,0.295469876,0,0,18,2,13247,856,73836,4213,11860.5,0.9710625,5,69623,0.223794765,303.1952309,0.090653449,1
